Name,Location,Price,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Stars,Country
Los Sentidos,"Linares, Spain",2,Modern Cuisine,-3.6298343,38.0917445,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Base9,"Malaga, Spain",1,Contemporary,-4.4267201,36.7141197,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Manifesto 13,"Madrid, Spain",2,Italian,-3.7016519,40.4304113,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Bistrot 1965,"Castelló d'Empúries, Spain",2,Traditional Cuisine,3.0760823,42.2558384,Bib Gourmand,1,"Air conditioning,Interesting wine list,Terrace",bibGourmand,Spain
Finca Alfoliz,"Aljaraque, Spain",2,Traditional Cuisine,-7.044933,37.2935619,Bib Gourmand,1,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Spain
San Sebastián 57,"Santa Cruz de Tenerife, Spain",2,Seasonal Cuisine,-16.2530444,28.4636488,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Quinqué,"Madrid, Spain",2,Traditional Cuisine,-3.6841129,40.463467,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Spain
La Fundición,"San Ildefonso o La Granja, Spain",2,"Contemporary, Modern Cuisine",-4.0049042,40.9007073,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Forastera,"Valencia, Spain",2,"Farm to table, Traditional Cuisine",-0.3835095,39.4747439,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Asador Gonzaba,"Santiago de Compostela, Spain",2,Meats and Grills,-8.5492085,42.8753153,Bib Gourmand,0,"Air conditioning,Interesting wine list",bibGourmand,Spain
Terraza Carmona,"Vera, Spain",2,Regional Cuisine,-1.8675902,37.2480034,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,Spain
Cantina La Estación,"Úbeda, Spain",2,Modern Cuisine,-3.3672066,38.0116903,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access",bibGourmand,Spain
La Lechería,"Val de San Lorenzo, Spain",2,"Traditional Cuisine, Regional Cuisine",-6.1184008,42.4168797,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Vapor Gastronòmic,"Terrassa, Spain",1,Regional Cuisine,2.011635,41.56301,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Huerto Martínez,"Cheste, Spain",1,"Traditional Cuisine, Contemporary",-0.688372,39.4883113,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Spain
Abastos 2.0 - Mesas,"Santiago de Compostela, Spain",2,"Galician, Contemporary",-8.5416156,42.8800202,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Hostal Colomí,"Santa Coloma de Queralt, Spain",2,"Traditional Cuisine, Grills",1.3833486,41.5333819,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Can Ferrán,"Sant Quirze del Vallès, Spain",1,Catalan,2.0506522,41.5124685,Bib Gourmand,0,"Air conditioning,Car park,Credit cards not accepted,Terrace",bibGourmand,Spain
Brigecio,"Morales de Rey, Spain",2,Traditional Cuisine,-5.784549,42.0666268,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Canteré,"Hecho, Spain",2,"Traditional Cuisine, Creative",-0.7512234,42.7388911,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
El Origen,"Huesca, Spain",1,Traditional Cuisine,-0.4048128,42.1378049,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
La Cantina de Diego,"Monachil, Spain",2,Traditional Cuisine,-3.5364549,37.1311269,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Brots,"Poboleda, Spain",2,"Modern Cuisine, Regional European",0.8445536,41.23339,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Arrocería Maribel,"El Palmar, Spain",2,Rice Dishes,-0.3179962,39.3106151,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Spain
Arotxa,"Legasa, Spain",2,Traditional Cuisine,-1.6438512,43.1301538,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,Spain
La Montería,"Madrid, Spain",2,Traditional Cuisine,-3.6775299,40.4203134,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Natxo Sellés,"Cocentaina, Spain",2,"Regional Cuisine, Rice Dishes",-0.4410247,38.7366553,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Villa Xarahiz,"Jaraíz de la Vera, Spain",2,Regional Cuisine,-5.753258,40.0666884,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace,Wheelchair access",bibGourmand,Spain
Somiatruites,"Igualada, Spain",1,Contemporary,1.614032,41.57798,Bib Gourmand,1,"Air conditioning,Terrace",bibGourmand,Spain
Els Caçadors,"Maçanet de Cabrenys, Spain",2,Traditional Cuisine,2.755083,42.3841249,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access",bibGourmand,Spain
Bacira,"Madrid, Spain",2,Fusion,-3.6990876,40.4338309,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
La Taberna de Almodóvar,"Córdoba, Spain",2,Traditional Cuisine,-4.78245,37.8897417,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Del Oso,"Cosgaya, Spain",2,Home Cooking,-4.7297281,43.1150441,Bib Gourmand,0,"Car park,Credit cards not accepted,Terrace",bibGourmand,Spain
Mas Concas,"L'Escala, Spain",1,Mediterranean Cuisine,3.1006407,42.1373158,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,Spain
El Racó de Pere i Pepa,"El Pinós, Spain",2,Traditional Cuisine,-1.0444077,38.4022338,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Pau,"Benicarló, Spain",1,"Rice Dishes, Traditional Cuisine",0.4338135,40.4164901,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
El Envero,"Córdoba, Spain",2,Modern Cuisine,-4.7886147,37.8985515,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Mesón Octavio,"Ciudad Real, Spain",2,Traditional Cuisine,-3.9263451,38.9971975,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Frisone,"Elche, Spain",2,"Traditional Cuisine, Contemporary",-0.69566,38.26194,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Kimtxu,"Bilbao, Spain",2,Fusion,-2.9329932,43.2648138,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Arteaga Landetxea,"Mondragón, Spain",1,Basque,-2.51625,43.07175,Bib Gourmand,0,"Air conditioning,Car park,Interesting wine list,Terrace",bibGourmand,Spain
Komfort,"Calp, Spain",2,Contemporary,0.0611085,38.6474418,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Spain
El Equilibrista 33,"Las Palmas de Gran Canaria, Spain",2,"Creative, Traditional Cuisine",-15.43104,28.12999,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Silbo Gomero,"San Cristóbal de la Laguna, Spain",2,Contemporary,-16.3020968,28.4590906,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,Spain
La Farola,"Altura, Spain",1,Contemporary,-0.5112958,39.8507268,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Aureum by Picualia,"Bailén, Spain",2,Traditional Cuisine,-3.79239,38.09227,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,Spain
Atxa,"Tarifa, Spain",2,Contemporary,-5.6028377,36.0136093,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
L’Hostal de Ca l’Enric,"La Vall de Bianya, Spain",2,Traditional Cuisine,2.4394795,42.2231144,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Spain
Le Bistrot Gastronómico,"Castelló de la Plana, Spain",2,Fusion,-0.0370276,39.9835877,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Miceli,"Selva, Spain",2,Traditional Cuisine,2.9009914,39.7542464,Bib Gourmand,0,"Air conditioning,Great view,Terrace,Wheelchair access",bibGourmand,Spain
Can Xapes,"Cornellà del Terri, Spain",2,Contemporary,2.8159681,42.0891594,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Pinea,"Ayora, Spain",2,"Contemporary, Regional Cuisine",-1.0549071,39.0605258,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Villa de Oro,"Camariñas, Spain",2,Traditional Cuisine,-9.18279,43.13108,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Aimia,"Lleida, Spain",2,Modern Cuisine,0.6172982,41.6128105,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Coscolo,"Castrillo de los Polvazares, Spain",1,"Traditional Cuisine, Regional Cuisine",-6.128479,42.4643866,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Donamaria'ko Benta,"Donamaria, Spain",2,Traditional Cuisine,-1.6862454,43.1059274,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Spain
El Risco,"Famara, Spain",2,"Seafood, Farm to table",-13.54778,29.114674,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Bardeni-Caldeni,"Barcelona, Spain",2,Meats and Grills,2.177073,41.40296,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Spain
El Chaleco,"Almuñécar, Spain",2,French,-3.6980484,36.7390013,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Casa Chesmy,"Tariego de Cerrato, Spain",2,Traditional Cuisine,-4.4894288,41.9063675,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Spain
Casa Chongastán,"Chía, Spain",2,"Seasonal Cuisine, Traditional Cuisine",0.4668783,42.5200992,Bib Gourmand,0,"Air conditioning,Car park,Great view",bibGourmand,Spain
Mirko Carturan Cuiner,"Caldes de Montbui, Spain",2,Modern Cuisine,2.1657336,41.6300201,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Los Fueros,"Bilbao, Spain",2,Basque,-2.9230405,43.2596571,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Balbuena y Huertas,"Seville, Spain",2,Contemporary,-6.0086554,37.3812925,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
El Secreto de Chimiche,"Chimiche, Spain",2,"Traditional Cuisine, Meats and Grills",-16.532373,28.132975,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace",bibGourmand,Spain
El Buey,"Almoradí, Spain",2,Traditional Cuisine,-0.7974394,38.1067896,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Cami·Vell,"Alzira, Spain",2,"Traditional Cuisine, Contemporary",-0.4376742,39.1472451,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Casa el Tio David,"Alfafara, Spain",2,"Regional Cuisine, Mediterranean Cuisine",-0.5552538,38.7736552,Bib Gourmand,0,"Air conditioning,Interesting wine list",bibGourmand,Spain
Las Termas,"Astorga, Spain",1,"Home Cooking, Regional Cuisine",-6.0552439,42.4563607,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
La Bola de Jorge Bosch,"Tegueste, Spain",1,Traditional Cuisine,-16.3519798,28.512541,Bib Gourmand,0,"Air conditioning,Car park,Great view,Wheelchair access",bibGourmand,Spain
Treze,"Madrid, Spain",2,Seasonal Cuisine,-3.6784386,40.4267883,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Garbí,"Castellar del Vallès, Spain",2,Catalan,2.0872822,41.6107945,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Macarraca,"Villanueva de la Serena, Spain",2,Traditional Cuisine,-5.7916954,38.9724882,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Trèsde,"Madrid, Spain",2,Contemporary,-3.7092188,40.4121856,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
La Oveja Negra,"Barbastro, Spain",2,Contemporary,0.1264731,42.0359715,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Napicol,"Meliana, Spain",2,"Rice Dishes, Farm to table",-0.3233991,39.5270165,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Spain
Lavedán,"Tramacastilla de Tena, Spain",2,"Regional Cuisine, Contemporary",-0.3164658,42.7154666,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
La Cosmo,"Malaga, Spain",2,Andalusian,-4.4180017,36.7205548,Bib Gourmand,0,"Counter dining,Terrace",bibGourmand,Spain
La Tarara,"Olvera, Spain",2,Contemporary,-5.2640382,36.9348499,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",bibGourmand,Spain
Acebuche,"Zafra, Spain",2,Fusion,-6.4176702,38.4236945,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
El Rebojo,"Garachico, Spain",2,"Traditional Cuisine, Farm to table",-16.764464,28.3737461,Bib Gourmand,0,,bibGourmand,Spain
Alba,"Alacant, Spain",1,Contemporary,-0.4736376,38.3514864,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
La Xarxa,"Tarragona, Spain",2,"Contemporary, Rice Dishes",1.2411467,41.1099201,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Sisapo,"Madrid, Spain",2,Fusion,-3.7004854,40.4319586,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
Gala,"Madrid, Spain",2,Farm to table,-3.6978122,40.4406193,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
La Cocina de Ramón,"Logrono, Spain",2,Traditional Cuisine,-2.447447,42.4664453,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
El de Alberto,"A Coruña, Spain",2,Modern Cuisine,-8.4047628,43.3699357,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Urbisol,"Calders, Spain",2,Traditional Cuisine,2.0206953,41.8020149,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,Spain
Bar Verat,"Santa Coloma de Gramenet, Spain",1,Fusion,2.2064595,41.4553683,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
L'Algadir del Delta,"Amposta, Spain",2,"Traditional Cuisine, Creative",0.6878907,40.646976,Bib Gourmand,1,"Air conditioning,Great view,Terrace,Wheelchair access",bibGourmand,Spain
La Cuchara de San Lorenzo,"Córdoba, Spain",2,Modern Cuisine,-4.7693772,37.8879589,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Spain
La Gruta,"L'Escala, Spain",2,International,3.1324352,42.1242245,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Platero & Co,"Gaucín, Spain",1,Traditional Cuisine,-5.3169818,36.5192237,Bib Gourmand,0,Terrace,bibGourmand,Spain
A Taberna do Trasno,"Cambados, Spain",2,"Traditional Cuisine, Fusion",-8.8140217,42.5178743,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Antoni Rubies,"Artesa de Lleida, Spain",1,Rice Dishes,0.7052084,41.553394,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Loreto,"Jumilla, Spain",2,Modern Cuisine,-1.3246838,38.476534,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Santé,"Leganés, Spain",2,Farm to table,-3.7627179,40.3356553,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Existe,"Puertomingalvo, Spain",2,Traditional Cuisine,-0.4886189,40.3191736,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,Spain
El Espejo - Sanlúcar,"Sanlúcar de Barrameda, Spain",2,Modern Cuisine,-6.3542926,36.7756305,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Arre,"Castelló de la Plana, Spain",2,"Contemporary, Traditional Cuisine",-0.0364444,39.9878793,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Malabar Bistró Nómada,"Becerril de la Sierra, Spain",2,Contemporary,-3.9907232,40.715123,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
ConMimo,"Leon, Spain",1,"Contemporary, International",-5.5698368,42.5966323,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Origen,"Urdaitz, Spain",1,Contemporary,-1.5339959,42.9090915,Bib Gourmand,0,"Car park,Wheelchair access",bibGourmand,Spain
Olea Comedor,"Cuenca, Spain",1,"Modern Cuisine, Fusion",-2.1369292,40.0706882,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
El Jardín de la Sal,"Las Caletas, Spain",1,"Regional Cuisine, Farm to table",-17.8418976,28.4537437,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace,Wheelchair access",bibGourmand,Spain
Furancho La Zapatería,"Icod de los Vinos, Spain",1,Galician,-16.6997172,28.3763826,Bib Gourmand,0,Terrace,bibGourmand,Spain
El Raier,"La Pobla de Segur, Spain",2,Contemporary,0.9661876,42.2498055,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Spain
El Aguarde,"Santa Cruz de Tenerife, Spain",2,Traditional Cuisine,-16.2577629,28.4702312,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
El Cigró d'Or,"Vilafranca del Penedès, Spain",1,Regional Cuisine,1.6963295,41.3477866,Bib Gourmand,0,"Air conditioning,Counter dining,Wheelchair access",bibGourmand,Spain
Pementa Rosa,"Carballo, Spain",2,Contemporary,-8.6888439,43.2166837,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Maskarada,"Lekunberri, Spain",1,"Pork, Regional Cuisine",-1.90254,43.01121,Bib Gourmand,1,"Air conditioning,Car park,Wheelchair access",bibGourmand,Spain
IZAKAYA Tasca Japonesa,"Castelló de la Plana, Spain",1,"Japanese, Fusion",-0.0369107,39.9837312,Bib Gourmand,0,"Air conditioning,Counter dining,Notable sake list,Terrace",bibGourmand,Spain
Eximio by Fernando Martín,"Alcalá de Henares, Spain",2,Contemporary,-3.3698566,40.4801997,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
Iwasaki,"Getxo, Spain",2,Japanese,-3.0112357,43.3592755,Bib Gourmand,0,Air conditioning,bibGourmand,Spain
Al Margen,"Bilbao, Spain",2,Traditional Cuisine,-2.9236206,43.2544219,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Spain
El Yantar La Cocina de Pilar,"Requena, Spain",1,"Fusion, Traditional Cuisine",-1.1008913,39.485543,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Spain
Xiao Dong Men Niu Rou Shui Fen Lao Dian,"Ningde, China Mainland",1,Noodles,119.5230238,26.6674191,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Chun Sheng,"Quanzhou, China Mainland",2,Fujian,118.509791,24.8104148,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Xingxian (Mawei),"Fuzhou, China Mainland",2,Seafood,119.4686792,25.9936836,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Ye Jia Hua Sheng Tang,"Fuzhou, China Mainland",1,Small eats,119.307557,26.090573,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Zhen Zhen Hai Li Jian,"Xiamen, China Mainland",1,Fujian,118.0715569,24.4622845,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Lu Niang Zi (Huli),"Xiamen, China Mainland",1,Noodles,118.1243853,24.5002675,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Yue Hua Sha Cha Mian,"Xiamen, China Mainland",1,Noodles,118.0716689,24.4581397,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Hao Shi Lai,"Xiamen, China Mainland",2,Seafood,118.1070031,24.4766955,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Hu Yu Zhong Wu Qu Bian Rou,"Ningde, China Mainland",1,Small eats,119.5410025,26.6674523,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Ning Chuan Zu Yao Yu Wan,"Ningde, China Mainland",1,Small eats,119.5193242,26.662522,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Lao Song Bian Shi Dian,"Xiamen, China Mainland",1,Small eats,118.0721369,24.4623341,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Hall Thing (Licheng),"Quanzhou, China Mainland",2,Fujian,118.5916537,24.9154494,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Mei Ya Bo Hua Sheng Tang,"Fuzhou, China Mainland",1,Small eats,119.325778,26.063113,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Hou Jie Lao Hua (216 Tonghu Road),"Fuzhou, China Mainland",1,Noodles,119.2877571,26.086923,Bib Gourmand,0,,bibGourmand,China Mainland
Wu Lan Sha Cha Mian,"Xiamen, China Mainland",1,Noodles,118.131721,24.43331,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Xiao Cheng Xi,"Xiamen, China Mainland",2,Fujian,118.0729423,24.4521611,Bib Gourmand,0,Foreign credit cards not accepted,bibGourmand,China Mainland
Shan Hai Nan Yan,"Fuzhou, China Mainland",2,Fujian,119.313284,26.058038,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,China Mainland
Jian Lai Fa,"Quanzhou, China Mainland",2,Fujian,118.5920053,24.9166117,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Min Shi Fu,"Fuzhou, China Mainland",2,Fujian,119.3017324,26.1017517,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Lai Cuo Cheng Bian Shi Dian,"Xiamen, China Mainland",1,Small eats,118.082851,24.462898,Bib Gourmand,0,,bibGourmand,China Mainland
Panda's,"Xiamen, China Mainland",2,Sichuan,118.150739,24.506308,Bib Gourmand,0,"Air conditioning,Cash only,Terrace",bibGourmand,China Mainland
Wu Tang Sha Cha Mian,"Xiamen, China Mainland",1,Noodles,118.0795598,24.4459529,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Chic 1699,"Xiamen, China Mainland",2,Fujian,118.198384,24.480781,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Xian Xiong Qi,"Xiamen, China Mainland",2,Seafood,118.0891371,24.4685441,Bib Gourmand,0,"Car park,Valet parking",bibGourmand,China Mainland
Shou Ning Mi Gao,"Ningde, China Mainland",1,Small eats,119.5408851,26.6676451,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
167 Shan Hai Li,"Fuzhou, China Mainland",2,Fujian,119.3000877,26.0899333,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Jing Li,"Fuzhou, China Mainland",2,Fujian,119.292246,26.062379,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Da Tong Shao Jiu Lang,"Xiamen, China Mainland",2,Fujian,118.0752757,24.4597279,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Wai Tou Niu Rou (Meiling Road),"Quanzhou, China Mainland",1,Fujian,118.5626863,24.8142784,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Chen Xian Sen Sha Cha Mian,"Xiamen, China Mainland",1,Noodles,118.0963157,24.5708738,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Shan Li Yan Sha Cha Mian,"Xiamen, China Mainland",1,Noodles,118.0752396,24.4598459,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
"Homeme18"" (Huming Road)","Xiamen, China Mainland",1,Fujian,118.112445,24.480825,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
A Xin Xian Lao (Gongnong Road),"Fuzhou, China Mainland",1,Noodles,119.330674,26.048523,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Wuwei Natural Food,"Xiamen, China Mainland",2,Vegetarian,118.1133653,24.4303374,Bib Gourmand,0,"Air conditioning,Car park,Cash only,Garden or park,Valet parking",bibGourmand,China Mainland
Si Xia Li (Huli),"Xiamen, China Mainland",2,Fujian,118.1628411,24.4939953,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Guo Gong Fan Dian,"Xiamen, China Mainland",1,Fujian,118.2413057,24.6731595,Bib Gourmand,0,"Air conditioning,Car park,Cash only",bibGourmand,China Mainland
Longkushan Eatery,"Fuzhou, China Mainland",1,Fujian,119.331887,26.129055,Bib Gourmand,0,,bibGourmand,China Mainland
Antstory,"Quanzhou, China Mainland",2,Fujian,118.584851,24.823816,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Yi Qiang (Dadao Road),"Fuzhou, China Mainland",1,Fujian,119.3150303,26.0619006,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Dai Tai,"Xiamen, China Mainland",2,Yunnanese,118.0794222,24.4792902,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Tong'an Fan Dian (Huachang Road),"Xiamen, China Mainland",2,Fujian,118.10363,24.518481,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,China Mainland
Zhuang Ji Quan Fu Lu Mian Guan,"Quanzhou, China Mainland",1,Noodles,118.5841251,24.9115597,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
A Qiu Niu Pai (Huxin Street),"Quanzhou, China Mainland",1,Fujian,118.611967,24.912016,Bib Gourmand,0,,bibGourmand,China Mainland
Yu Xian Lou,"Fuzhou, China Mainland",2,Seafood,119.323263,26.0481308,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Zhang Lin A Shan Jiang Mu Ya,"Quanzhou, China Mainland",1,Fujian,118.5787673,24.9142945,Bib Gourmand,0,"Air conditioning,Credit cards not accepted",bibGourmand,China Mainland
Luo Ji Mian Xian Hu,"Quanzhou, China Mainland",1,Noodles,118.599812,24.919876,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
A Zhong Shi Fang,"Xiamen, China Mainland",2,Fujian,118.10543,24.47026,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,China Mainland
Fu Ding Zheng Zong Bian Rou (Jianxin Road),"Ningde, China Mainland",1,Small eats,119.5175345,26.6672521,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Fu Yu Da Tong Ya Rou Zhou,"Xiamen, China Mainland",1,Congee,118.081868,24.467189,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
De Wen Xia Zai Mian,"Quanzhou, China Mainland",1,Noodles,118.5894191,24.9146058,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Shang Xing,"Fuzhou, China Mainland",2,Chao Zhou,119.2993527,26.1147096,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Lao A Bo,"Quanzhou, China Mainland",2,Fujian,118.5806124,24.9233354,Bib Gourmand,0,,bibGourmand,China Mainland
Cong Hui Tongan Lao Mei Shi Fan Dian,"Xiamen, China Mainland",1,Fujian,118.0713265,24.4590723,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Ming Yue Xia Mian (Xiahe Road),"Xiamen, China Mainland",1,Noodles,118.0714178,24.4624612,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Minnan Minnan (Siming),"Xiamen, China Mainland",2,Fujian,118.1069936,24.4742868,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
