Name,Location,Price,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Stars,Country
REIF Japanese Kushiyaki - Dar Wasl,Dubai,1,Japanese Contemporary,55.2449969,25.193772,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",bibGourmand,Dubai
Indya by Vineet,Dubai,3,Indian,55.1406168,25.0848015,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Valet parking,Wheelchair access",bibGourmand,Dubai
3Fils,Dubai,1,Japanese Contemporary,55.2431445,25.2104148,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,Dubai
Berenjak,Dubai,2,Persian,55.2465471,25.1957931,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Dubai
Revelry,Dubai,1,Indian,55.2412057,25.1073252,Bib Gourmand,0,Air conditioning,bibGourmand,Dubai
Bait Maryam,Dubai,1,Middle Eastern,55.1412528,25.0706828,Bib Gourmand,0,"Air conditioning,Great view",bibGourmand,Dubai
Goldfish,Dubai,2,Japanese Contemporary,55.2541673,25.2070948,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Dubai
Konjiki Hototogisu,Dubai,1,"Japanese, Ramen",55.201576,25.1193824,Bib Gourmand,0,"Air conditioning,Counter dining,Valet parking,Wheelchair access",bibGourmand,Dubai
Shabestan,Dubai,2,Middle Eastern,55.3108484,25.2650584,Bib Gourmand,0,"Air conditioning,Great view,Valet parking",bibGourmand,Dubai
Harummanis,Dubai,2,Asian,55.2597174,25.2163144,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,Dubai
DUO Gastrobar-Creek Harbour,Dubai,2,Modern Cuisine,55.3433006,25.208774,Bib Gourmand,0,"Air conditioning,Great view,Terrace",bibGourmand,Dubai
REIF Japanese Kushiyaki - Dubai Hills,Dubai,2,Japanese Contemporary,55.2403029,25.1063339,Bib Gourmand,0,"Air conditioning,Brunch,Car park,Wheelchair access",bibGourmand,Dubai
Sufret Maryam,Dubai,1,Middle Eastern,55.2619547,25.2195378,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Dubai
Kinoya,Dubai,1,Japanese,55.1684001,25.0968233,Bib Gourmand,0,"Air conditioning,Counter dining,Notable sake list,Terrace,Valet parking",bibGourmand,Dubai
Teible,Dubai,2,Modern Cuisine,55.3414444,25.2289489,Bib Gourmand,1,"Air conditioning,Great view",bibGourmand,Dubai
21 Grams,Dubai,1,Balkan,55.1986415,25.1444311,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Dubai
Al Khayma Heritage Restaurant,Dubai,1,Emirati Cuisine,55.3004585,25.2638088,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Dubai
Ouroboros,"Québec, Canada",2,Modern Cuisine,-71.2293735,46.8126398,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Canada
Melba,"Québec, Canada",2,"Modern Cuisine, French",-71.2391812,46.8118651,Bib Gourmand,0,Air conditioning,bibGourmand,Canada
L'Express,"Montréal, Canada",3,"French, Classic Cuisine",-73.5742492,45.5200554,Bib Gourmand,0,"Air conditioning,Counter dining,Interesting wine list",bibGourmand,Canada
Annette bar à vin,"Montréal, Canada",2,Modern Cuisine,-73.5626617,45.5414999,Bib Gourmand,0,"Air conditioning,Counter dining,Interesting wine list,Wheelchair access",bibGourmand,Canada
lueur,"Québec, Canada",2,Modern Cuisine,-71.2024294,46.8169566,Bib Gourmand,0,"Air conditioning,Counter dining,Credit cards not accepted",bibGourmand,Canada
Rôtisserie La Lune,"Montréal, Canada",2,Traditional Cuisine,-73.6085704,45.5355289,Bib Gourmand,0,"Air conditioning,Credit cards not accepted,Terrace,Wheelchair access",bibGourmand,Canada
Battuto,"Québec, Canada",2,Italian,-71.2299198,46.8103494,Bib Gourmand,0,"Air conditioning,Interesting wine list",bibGourmand,Canada
Bistro B,"Québec, Canada",2,Modern Cuisine,-71.2253289,46.8031872,Bib Gourmand,0,Air conditioning,bibGourmand,Canada
Parapluie,"Montréal, Canada",2,"Modern Cuisine, French",-73.6097871,45.5301036,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Canada
Losange,"Rimouski, Canada",2,Regional Cuisine,-68.5329423,48.4494134,Bib Gourmand,0,"Air conditioning,Counter dining,Wheelchair access",bibGourmand,Canada
Cadet,"Montréal, Canada",2,Modern Cuisine,-73.5648637,45.5104034,Bib Gourmand,0,"Air conditioning,Counter dining,Wheelchair access",bibGourmand,Canada
Casavant,"Montréal, Canada",2,French,-73.6176503,45.5384806,Bib Gourmand,0,Air conditioning,bibGourmand,Canada
Le Petit Alep,"Montréal, Canada",2,Middle Eastern,-73.6163615,45.5362847,Bib Gourmand,0,"Air conditioning,Interesting wine list,Wheelchair access",bibGourmand,Canada
Côté Est,"Kamouraska, Canada",2,Regional Cuisine,-69.8684092,47.5663607,Bib Gourmand,0,"Air conditioning,Brunch,Car park,Counter dining,Terrace,Wheelchair access",bibGourmand,Canada
Buvette Scott,"Québec, Canada",2,"Regional Cuisine, Modern Cuisine",-71.2212835,46.8093018,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Canada
Honō Izakaya,"Québec, Canada",2,"Japanese, Izakaya",-71.2210723,46.8153661,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Canada
Ike Edoyakiunagi Asahitei,"Nara, Japan",2,Unagi / Freshwater Eel,135.950916,34.52878,Bib Gourmand,0,"Air conditioning,Car park,Cash only",bibGourmand,Japan
Tori Yamaguchi,"Nara, Japan",2,Yakitori,135.794621,34.483232,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Japan
Unagino Toyokawa,"Nara, Japan",1,Unagi / Freshwater Eel,135.732245,34.69246,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Japan
le content,"Nara, Japan",2,French,135.761053,34.697512,Bib Gourmand,0,Air conditioning,bibGourmand,Japan
Noto Toto Teuchisoba Tabiki,"Nara, Japan",1,Soba,135.730208,34.611572,Bib Gourmand,0,"Air conditioning,Car park,Cash only",bibGourmand,Japan
Shikinoaji Enzu,"Nara, Japan",2,Japanese,135.807866,34.685666,Bib Gourmand,0,"Air conditioning,Counter dining,Shoes must be removed",bibGourmand,Japan
Sosakukushinomise Rindo,"Nara, Japan",2,Kushiage,135.707086,34.694948,Bib Gourmand,0,"Air conditioning,Car park,Counter dining",bibGourmand,Japan
Simple comme Bonjour,"Nara, Japan",2,French,135.833375,34.600237,Bib Gourmand,0,Air conditioning,bibGourmand,Japan
PIZZERIA TRATTORIA MAGAZZINO,"Nara, Japan",1,Pizza,135.712308,34.520592,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,Japan
Masala an TAKUMI,"Nara, Japan",2,Indian,135.742349,34.68009,Bib Gourmand,0,"Air conditioning,Car park,Cash only,Shoes must be removed",bibGourmand,Japan
Kiminami,"Nara, Japan",1,Soba,135.764071,34.718044,Bib Gourmand,0,"Car park,Cash only",bibGourmand,Japan
toi Inshokuten,"Nara, Japan",1,Indian,135.829041,34.68571,Bib Gourmand,0,Air conditioning,bibGourmand,Japan
YAMAOKA PIZZA,"Nara, Japan",1,Pizza,135.685183,34.67117,Bib Gourmand,0,"Car park,Cash only,Great view",bibGourmand,Japan
Kushizukushi,"Nara, Japan",1,Kushiage,135.824628,34.67858,Bib Gourmand,0,"Air conditioning,Cash only,Counter dining",bibGourmand,Japan
A VOTRE SANTE,"Nara, Japan",2,French,135.706132,34.68595,Bib Gourmand,0,"Air conditioning,Car park,Cash only - lunch",bibGourmand,Japan
The Kith,"São Paulo, Brazil",1,Brazilian,-46.6956427,-23.5738515,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Brazil
Le Bife,"São Paulo, Brazil",2,Meats and Grills,-46.6807291,-23.5823193,Bib Gourmand,0,"Air conditioning,Car park,Valet parking,Wheelchair access",bibGourmand,Brazil
Più Higienópolis,"São Paulo, Brazil",2,"Italian, Creative",-46.6577731,-23.5422871,Bib Gourmand,0,"Air conditioning,Great view,Terrace,Valet parking",bibGourmand,Brazil
Zena Cucina,"São Paulo, Brazil",2,Italian,-46.6641298,-23.5679072,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,Brazil
Petí Gastronomia,"São Paulo, Brazil",1,Modern Cuisine,-46.68242,-23.5283406,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,Brazil
Barú Marisquería,"São Paulo, Brazil",2,Seafood,-46.665559,-23.5630033,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,Brazil
Banzeiro,"São Paulo, Brazil",2,Brazilian,-46.6786397,-23.5838596,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",bibGourmand,Brazil
Artigiano,"Rio de Janeiro, Brazil",1,Italian,-43.2145699,-22.9841868,Bib Gourmand,0,"Air conditioning,Credit cards not accepted,Terrace,Valet parking",bibGourmand,Brazil
Miam Miam,"Rio de Janeiro, Brazil",2,Modern Cuisine,-43.1800341,-22.9558572,Bib Gourmand,0,Air conditioning,bibGourmand,Brazil
AE! Cozinha,"São Paulo, Brazil",1,Brazilian,-46.6455873,-23.5869125,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Brazil
Manioca,"São Paulo, Brazil",2,Modern Cuisine,-46.6890029,-23.5773311,Bib Gourmand,0,Air conditioning,bibGourmand,Brazil
Cepa,"São Paulo, Brazil",2,"Contemporary, Farm to table",-46.6923032,-23.5619178,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Brazil
NOMO,"São Paulo, Brazil",2,Contemporary,-46.6907549,-23.5515407,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Brazil
Mocotó Vila Leopoldina,"São Paulo, Brazil",2,Brazilian,-46.7318802,-23.534537,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",bibGourmand,Brazil
Clandestina,"São Paulo, Brazil",2,Contemporary,-46.6916317,-23.5521526,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Brazil
Jacó,"São Paulo, Brazil",2,"Contemporary, Modern Cuisine",-46.69011,-23.55625,Bib Gourmand,0,Air conditioning,bibGourmand,Brazil
Mocotó Vila Medeiros,"São Paulo, Brazil",1,Brazilian,-46.5816442,-23.4866595,Bib Gourmand,0,"Air conditioning,Valet parking,Wheelchair access",bibGourmand,Brazil
Tordesilhas,"São Paulo, Brazil",2,Brazilian,-46.6674954,-23.5606478,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,Brazil
Fitó,"São Paulo, Brazil",2,Brazilian,-46.694927,-23.568077,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Brazil
Pici Trattoria,"Rio de Janeiro, Brazil",2,Italian,-43.2052303,-22.9831234,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Brazil
Sult,"Rio de Janeiro, Brazil",2,Italian Contemporary,-43.1816941,-22.9554938,Bib Gourmand,0,Air conditioning,bibGourmand,Brazil
Maria e o Boi,"Rio de Janeiro, Brazil",1,"Meats and Grills, Traditional Cuisine",-43.2070274,-22.9825882,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking",bibGourmand,Brazil
Didier,"Rio de Janeiro, Brazil",2,French Contemporary,-43.202713,-22.983581,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Brazil
Komah,"São Paulo, Brazil",2,Korean,-46.651875,-23.52668,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Brazil
Balaio IMS,"São Paulo, Brazil",2,Brazilian,-46.662113,-23.556194,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Brazil
Corrutela,"São Paulo, Brazil",2,"Seasonal Cuisine, Farm to table",-46.68576,-23.55524,Bib Gourmand,1,"Air conditioning,Terrace",bibGourmand,Brazil
Brasserie Victória,"São Paulo, Brazil",1,Lebanese,-46.6751687,-23.5882343,Bib Gourmand,0,"Air conditioning,Car park,Valet parking",bibGourmand,Brazil
Kotori,"São Paulo, Brazil",2,Japanese,-46.6810655,-23.563422,Bib Gourmand,0,"Air conditioning,Counter dining,Notable sake list,Valet parking",bibGourmand,Brazil
Bistrot de Paris,"São Paulo, Brazil",2,French,-46.665678,-23.5629278,Bib Gourmand,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",bibGourmand,Brazil
A Casa do Porco,"São Paulo, Brazil",2,"Pork, Brazilian",-46.64463,-23.544946,Bib Gourmand,1,"Air conditioning,Counter dining,Terrace",bibGourmand,Brazil
Ecully,"São Paulo, Brazil",2,International,-46.68427,-23.53148,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access",bibGourmand,Brazil
Brota,"Rio de Janeiro, Brazil",1,Vegetarian,-43.196034,-22.953481,Bib Gourmand,0,Air conditioning,bibGourmand,Brazil
Cuia,"São Paulo, Brazil",2,Creative,-46.6439476,-23.5461117,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Brazil
Capim Santo,"São Paulo, Brazil",1,Traditional Cuisine,-46.6844243,-23.5798837,Bib Gourmand,0,,bibGourmand,Brazil
Cora,"São Paulo, Brazil",2,"Brazilian, Farm to table",-46.6480109,-23.5447748,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Brazil
Manioca da Mata,"São Paulo, Brazil",2,Modern Cuisine,-46.675869,-23.58081,Bib Gourmand,0,Air conditioning,bibGourmand,Brazil
Più Pinheiros,"São Paulo, Brazil",2,Italian,-46.6981475,-23.5602819,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Brazil
A Baianeira - MASP,"São Paulo, Brazil",2,Brazilian,-46.6556879,-23.5612374,Bib Gourmand,0,"Air conditioning,Wheelchair access",bibGourmand,Brazil
Shihoma Pasta Fresca,"São Paulo, Brazil",2,Italian,-46.6859487,-23.5539738,Bib Gourmand,0,"Bring your own bottle,Terrace",bibGourmand,Brazil
Qing Tao,"Hangzhou, China Mainland",2,Zhejiang,120.1314763,30.2199521,Bib Gourmand,0,"Air conditioning,Car park,Credit cards not accepted",bibGourmand,China Mainland
Lanxi Gourmet,"Hangzhou, China Mainland",2,Zhejiang,120.1307381,30.2914583,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,China Mainland
Xin Liu He,"Hangzhou, China Mainland",2,Hang Zhou,120.120452,30.285615,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Lai Cui Mian Guan (Ji Mao Road),"Hangzhou, China Mainland",1,Noodles,120.073226,30.1645882,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Hui Xin Xiao Chi Dian,"Hangzhou, China Mainland",1,Dim Sum,120.1563349,30.3036612,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Wu Zi Mian Guan,"Hangzhou, China Mainland",1,Noodles,120.1619374,30.2523209,Bib Gourmand,0,,bibGourmand,China Mainland
Hao Shi Tang 1987 (Wensan Road),"Hangzhou, China Mainland",2,Hang Zhou,120.1160814,30.2792717,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Definitely Fresh,"Hangzhou, China Mainland",2,Zhejiang,120.0985672,30.2653563,Bib Gourmand,0,Car park,bibGourmand,China Mainland
Er Ba Jiu Su Mian Guan,"Hangzhou, China Mainland",1,Vegetarian,120.0987257,30.2367927,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Fu Yuan Ju (Shangcheng),"Hangzhou, China Mainland",2,Hang Zhou,120.1720154,30.2413194,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Zhi Zhu,"Hangzhou, China Mainland",1,Vegetarian,120.1012444,30.2413179,Bib Gourmand,0,"Cash only,Garden or park,Great view",bibGourmand,China Mainland
Fu Xing Mian Wang (Gongshu),"Hangzhou, China Mainland",1,Noodles,120.1557906,30.290021,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Wang Ri Shun Hao,"Hangzhou, China Mainland",1,Small eats,120.1664414,30.2381912,Bib Gourmand,0,,bibGourmand,China Mainland
Nan Feng Fan Dian,"Hangzhou, China Mainland",2,Hang Zhou,120.2858934,30.1627277,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Yue Ji (Binjiang),"Hangzhou, China Mainland",2,Zhejiang,120.2047897,30.2093797,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Rong Xian Mian Guan (Qianjiang Road),"Hangzhou, China Mainland",1,Noodles,120.1907208,30.2375011,Bib Gourmand,0,,bibGourmand,China Mainland
Datou Yingshi Xiaoguan,"Hangzhou, China Mainland",2,Hang Zhou,120.1648903,30.2202266,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Xiao Lao Hun Tun,"Hangzhou, China Mainland",1,Dim Sum,120.1968,30.20818,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Bao Zhong Bao Shi Fu,"Hangzhou, China Mainland",2,Hang Zhou,120.1759082,30.2497884,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Xiao Dian Huang,"Hangzhou, China Mainland",2,Zhejiang,120.1384528,30.306121,Bib Gourmand,0,"Air conditioning,Car park,Cash only,Terrace",bibGourmand,China Mainland
Fang Lao Da (Shangcheng),"Hangzhou, China Mainland",1,Noodles,120.1714839,30.2380416,Bib Gourmand,0,,bibGourmand,China Mainland
King's Choice (Huyu Road),"Hangzhou, China Mainland",2,Hang Zhou,120.1456123,30.2089729,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Xiu Cai Yang Rou Mian,"Hangzhou, China Mainland",1,Noodles,120.1650828,30.2518149,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Ge Lang Guan,"Hangzhou, China Mainland",2,Zhejiang,120.1325285,30.3298557,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Xun Wei Jiang Nan,"Hangzhou, China Mainland",2,Ningbo,120.201227,30.2764504,Bib Gourmand,0,"Car park,Terrace",bibGourmand,China Mainland
Qing Chun Perma,"Hangzhou, China Mainland",2,Vegetarian,120.104276,30.2468965,Bib Gourmand,0,"Car park,Garden or park,Terrace",bibGourmand,China Mainland
Nr.12 by Helsen,"Herentals, Belgium",2,Modern Cuisine,4.8363938,51.1765588,Bib Gourmand,0,Terrace,bibGourmand,Belgium
L'Incontournable,"Rochefort, Belgium",2,French Contemporary,5.2195738,50.153034,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
Taberna Bask,"Ledeberg, Belgium",2,"Spanish, Modern Cuisine",3.7406761,51.0406274,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Belgium
Maïnoï,"Braine-l'Alleud, Belgium",2,Thai,4.3796105,50.6857555,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Nénu,"Saint-Gilles, Belgium",2,Vietnamese Contemporary,4.3547766,50.8342675,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
De Vous à Nous,"Montigny-le-Tilleul, Belgium",2,Modern French,4.3641344,50.3644641,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Au Cœur de Lacuisine,"Lacuisine, Belgium",2,"Regional Cuisine, Classic Cuisine",5.3182193,49.7181463,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
The FOX,"Oudenaarde, Belgium",2,"Sharing, Seasonal Cuisine",3.6051133,50.8437745,Bib Gourmand,0,Counter dining,bibGourmand,Belgium
Wan Thai Food,"Châtelet, Belgium",2,Thai,4.521417,50.4046242,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Sébastian,"Liège, Belgium",2,"Farm to table, Creative French",5.576279,50.642942,Bib Gourmand,0,,bibGourmand,Belgium
ABCD,"Beauraing, Belgium",2,"Contemporary, French",4.9301917,50.094215,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
La Petite Gayole,"Thuillies, Belgium",2,"Traditional Cuisine, French",4.3296083,50.294027,Bib Gourmand,0,"Counter dining,Terrace",bibGourmand,Belgium
Babam,"Watermael-Boitsfort, Belgium",2,French Contemporary,4.3957625,50.8095939,Bib Gourmand,0,,bibGourmand,Belgium
eppo,"Berchem, Belgium",2,"Farm to table, Contemporary",4.4165774,51.1990995,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Station 3,"Kraainem, Belgium",2,Chinese,4.4526105,50.8663153,Bib Gourmand,0,,bibGourmand,Belgium
La Charcuterie,"Saint-Gilles, Belgium",2,"Sharing, Country cooking",4.3450017,50.8262,Bib Gourmand,0,Terrace,bibGourmand,Belgium
K restaurant,"Huldange, Luxembourg",2,"Home Cooking, Grills",6.0282096,50.1615283,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Luxembourg
Émulsion,"Floriffoux, Belgium",2,Modern French,4.7644587,50.4535667,Bib Gourmand,0,Car park,bibGourmand,Belgium
Lune Siamoise,"Ixelles, Belgium",2,Thai,4.3612341,50.8209201,Bib Gourmand,0,,bibGourmand,Belgium
Table et Vin,"Mont-sur-Marchienne, Belgium",2,French,4.40926,50.3912092,Bib Gourmand,0,Interesting wine list,bibGourmand,Belgium
Jacobin,"Brugge, Belgium",2,Seasonal Cuisine,3.2303879,51.2084616,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Belgium
Au repos de la montagne,"Uccle, Belgium",2,Traditional Cuisine,4.3656481,50.7930931,Bib Gourmand,0,,bibGourmand,Belgium
La Maison Thai,"Ouffet, Belgium",2,Thai,5.4648564,50.4380856,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Moonstone,"Genk, Belgium",2,Modern French,5.547772,50.98392,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Great view,Wheelchair access",bibGourmand,Belgium
Car Bon,"Ixelles, Belgium",1,"Chinese, Sichuan",4.3617161,50.8192817,Bib Gourmand,0,,bibGourmand,Belgium
Arti'Choc,"Eupen, Belgium",2,Traditional Cuisine,6.0382506,50.6232946,Bib Gourmand,0,Terrace,bibGourmand,Belgium
dis-moi où ?,"Nivelles, Belgium",2,Traditional Cuisine,4.3230082,50.5991158,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Chez Chen Wépion,"Wépion, Belgium",2,Chinese,4.8710084,50.4254035,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace",bibGourmand,Belgium
Le Coin des Saveurs,"Verviers, Belgium",2,Modern Cuisine,5.8628632,50.5833439,Bib Gourmand,0,Terrace,bibGourmand,Belgium
L'Echappée Belle,"Lanaye, Belgium",2,"Farm to table, Modern Cuisine",5.690826,50.7727449,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Comptoir de l'Eau Vive,"Erpent, Belgium",2,Belgian,4.9046574,50.4412368,Bib Gourmand,0,"Air conditioning,Car park,Interesting wine list,Terrace",bibGourmand,Belgium
Michel,"Boninne, Belgium",2,Classic Cuisine,4.9325012,50.4954733,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
La Marelle Café,"Blaregnies, Belgium",2,"Traditional Cuisine, Farm to table",3.891834,50.3599518,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
La Cuisine de Yannick,"Liège, Belgium",2,"Traditional Cuisine, Country cooking",5.5811124,50.6469741,Bib Gourmand,0,,bibGourmand,Belgium
Au gré des Saisons,"Achet, Belgium",2,"Modern Cuisine, Italian",5.1746766,50.3328659,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Au Dos de la Cuillère,"Verviers, Belgium",1,"Seasonal Cuisine, Country cooking",5.8508777,50.5937791,Bib Gourmand,0,Terrace,bibGourmand,Belgium
L'Embellie,"Soignies, Belgium",2,Modern Cuisine,4.0678216,50.5732237,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Cœur de Bœuf,"Profondeville, Belgium",2,"Grills, Traditional Cuisine",4.87773,50.3903968,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
La Table du Boucher,"Mons, Belgium",2,"Meats and Grills, Classic French",3.9544531,50.4537797,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
L'Ôthentique,"Han-sur-Lesse, Belgium",2,Country cooking,5.188642,50.124897,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Sel et Poivre,"Hollain, Belgium",2,Farm to table,3.4265227,50.5390201,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Ferme des 4 saisons,"Bourlers, Belgium",2,"Traditional Cuisine, Modern French",4.3489461,49.9839417,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
La Broche,"Dinant, Belgium",2,Farm to table,4.9156102,50.2567597,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Faraya,"Wemmel, Belgium",2,"Lebanese, Middle Eastern",4.3179401,50.9017775,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Nulle Part Ailleurs,"Couvin, Belgium",2,Regional Cuisine,4.4928932,50.0542563,Bib Gourmand,0,Interesting wine list,bibGourmand,Belgium
La Chapellerie,"Petit-Rechain, Belgium",2,Farm to table,5.835839,50.6144857,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
La Fermette,"Falaën, Belgium",2,"Modern French, French",4.7999825,50.2774825,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Brasserie N4,"Martelange, Belgium",2,"Modern French, Modern Cuisine",5.7336747,49.8467717,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace",bibGourmand,Belgium
Terminus,"Watou, Belgium",2,"Classic French, Country cooking",2.6387985,50.8132336,Bib Gourmand,0,"Car park,Interesting wine list",bibGourmand,Belgium
Le Barathym,"Nassogne, Belgium",2,"Farm to table, Classic Cuisine",5.3406208,50.1286207,Bib Gourmand,0,Terrace,bibGourmand,Belgium
CCnomie,"Falmignoul, Belgium",2,"Country cooking, Farm to table",4.8894173,50.2050631,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
Les Fines Gueules,"Charneux, Belgium",2,French Contemporary,5.8387786,50.6745093,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace",bibGourmand,Belgium
La Fermette des Pins,"Buvrinnes, Belgium",2,"Classic Cuisine, Seasonal Cuisine",4.1866621,50.3872488,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Olijfboom,"Veurne, Belgium",2,Traditional Cuisine,2.6625424,51.0727383,Bib Gourmand,0,Interesting wine list,bibGourmand,Belgium
Plat préféré,"Snaaskerke, Belgium",2,Classic Cuisine,2.9391928,51.1754294,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Biestro H-eat,"Bornem, Belgium",2,"Modern Cuisine, Seasonal Cuisine",4.246376,51.1003144,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
Le Baan Thaï,"Gent, Belgium",2,Thai,3.7231435,51.0578598,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Ciro's,"Antwerpen, Belgium",2,Belgian,4.4023987,51.2089981,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Ko'uzi,"Antwerpen, Belgium",2,"Japanese, Sushi",4.406656,51.2123698,Bib Gourmand,0,Terrace,bibGourmand,Belgium
De Maurice à Olivier,"Woluwe-Saint-Lambert, Belgium",2,"Classic Cuisine, Farm to table",4.4250563,50.8483695,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Schnitzel,"Antwerpen, Belgium",2,Sharing,4.4094358,51.2252382,Bib Gourmand,0,Terrace,bibGourmand,Belgium
